"","data","networth","weight"
"11040","DINA",4005260,1643.88428
"11041","DINA",4003848.4,1911.16848
"11042","DINA",4002180,402.69643
"11043","DINA",4001198,3498.30312
"11044","DINA",3999631.6,1913.49306
"11045","DINA",3998161,358.73197
"11046","DINA",3996909.2,470.23724
"11047","DINA",3995964.8,1913.42909
"11048","DINA",3995512.8,354.82925
"11049","DINA",3995162.8,541.43556
"11050","DINA",3994170.4,406.38589
"11051","DINA",3992794.2,542.28861
"11052","DINA",3991074.6,289.79429
"11053","DINA",3990418.4,645.23129
"11054","DINA",3989378.6,353.05916
"11055","DINA",3988292.6,1749.45013
"11056","DINA",3986865.4,1882.31384
"11057","DINA",3986162.8,183.06612
"11058","DINA",3985130.8,1769.04913
"11059","DINA",3984152.8,1893.15831
"11060","DINA",3983394.6,327.26483
"11061","DINA",3982395.4,541.51018
"11062","DINA",3981467.4,467.76338
"11063","DINA",3980409.4,3149.33866
"11064","DINA",3979523.4,2102.54125
"11065","DINA",3978156.8,3289.51732
"11066","DINA",3977187.4,389.55934
"11067","DINA",3976637.6,197.60009
"11068","DINA",3975667.6,1851.28385
"11069","DINA",3974714.6,402.09929
"11070","DINA",3973810.2,402.89902
"11071","DINA",3972656.4,3346.43758
"11072","DINA",3971762,2000.50493
"11073","DINA",3970199,1730.86414
"11074","DINA",3968918.4,4744.27875
"11075","DINA",3967756.2,437.44784
"11076","DINA",3966577,3557.20675
"11077","DINA",3965374.4,399.74271
"11078","DINA",3963782,403.51749
"11079","DINA",3962927.8,280.38932
"11080","DINA",3962161.6,516.72886
"11081","DINA",3961530.6,228.15021
"11082","DINA",3960328,551.96014
"11083","DINA",3958902.8,402.8457
"11084","DINA",3957269.6,3420.02444
"11085","DINA",3956759,391.63867
"11086","DINA",3956299.6,242.81214
"11087","DINA",3955651.4,642.62947
"11088","DINA",3954506.4,3136.89468
"11089","DINA",3953612.6,616.97378
"11090","DINA",3952645.6,283.53496
"11091","DINA",3951671.8,655.02013
"11092","DINA",3950967.4,1726.0977
"11093","DINA",3949323.4,439.05798
"11094","DINA",3947552.6,1731.26934
"11095","DINA",3946802.4,543.48288
"11096","DINA",3945653.6,340.61518
"11097","DINA",3944363,182.31971
"11098","DINA",3942366.2,1882.40979
"11099","DINA",3941400.2,3199.46643
"11100","DINA",3940424.4,432.60674
"11101","DINA",3939704,1717.0766
"11102","DINA",3938327.2,2028.85842
"11103","DINA",3936855.8,294.09154
"11104","DINA",3935934.8,2135.0534
"11105","DINA",3934367,3290.46635
"11106","DINA",3933043.6,540.89172
"11107","DINA",3931388.6,391.84127
"11108","DINA",3929260.8,1925.76646
"11109","DINA",3928774.2,2086.41846
"11110","DINA",3927991.4,1952.12591
"11111","DINA",3927087.8,399.74271
"11112","DINA",3926368.4,367.66776
"11113","DINA",3925689,367.8597
"11114","DINA",3924906.4,279.86681
"11115","DINA",3924392.6,310.11837
"11116","DINA",3923274,411.58954
"11117","DINA",3922277.6,292.34278
"11118","DINA",3921232.6,1751.61477
"11119","DINA",3919891.2,514.3403
"11120","DINA",3918607.4,291.82029
"11121","DINA",3917373.4,438.02365
"11122","DINA",3916466.4,472.6258
"11123","DINA",3914859.6,655.25472
"11124","DINA",3913186.8,1927.38726
"11125","DINA",3911741.4,371.03732
"11126","DINA",3910637.4,1744.48107
"11127","DINA",3910182.8,402.61111
"11128","DINA",3909421.4,398.83635
"11129","DINA",3908349.4,2001.08074
"11130","DINA",3907404.4,373.84175
"11131","DINA",3906116.4,245.43529
"11132","DINA",3905227,1763.259
"11133","DINA",3904538.8,545.49823
"11134","DINA",3902521.2,510.67217
"11135","DINA",3901658,1820.54181
"11136","DINA",3900891.2,429.3225
"11137","DINA",3900261.8,1806.90355
"11138","DINA",3899302,4827.17461
"11139","DINA",3898363,1814.50644
"11140","DINA",3897578.2,528.26647
"11141","DINA",3896931.6,434.57944
"11142","DINA",3896148.4,1790.31157
"11143","DINA",3894995.2,3447.33295
"11144","DINA",3894299.4,659.04015
"11145","DINA",3893826,539.69745
"11146","DINA",3893052.4,639.04664
"11147","DINA",3892287.4,1855.46384
"11148","DINA",3891078,718.5516
"11149","DINA",3889995,249.57263
"11150","DINA",3889190.4,3370.30185
"11151","DINA",3887474.2,1764.22934
"11152","DINA",3886519,406.24726
"11153","DINA",3885595.8,327.01956
"11154","DINA",3883297.6,292.75863
"11155","DINA",3881367.2,3467.63571
"11156","DINA",3880307.2,183.5353
"11157","DINA",3879252.6,1960.00603
"11158","DINA",3878352.4,1748.74637
"11159","DINA",3877674.4,1901.58225
"11160","DINA",3876566.8,322.12516
"11161","DINA",3874283.6,1843.07321
"11162","DINA",3872911.2,350.6386
"11163","DINA",3871611.2,4937.02402
"11164","DINA",3870583.2,529.66336
"11165","DINA",3869095.4,650.95746
"11166","DINA",3867811,3253.61426
"11167","DINA",3866926,609.53086
"11168","DINA",3866005.8,1815.46612
"11169","DINA",3863701.2,1734.11643
"11170","DINA",3862577.4,540.49719
"11171","DINA",3861605,3319.89683
"11172","DINA",3860868.8,530.37779
"11173","DINA",3860339.2,623.73425
"11174","DINA",3859520.2,546.35128
"11175","DINA",3858773.4,259.56405
"11176","DINA",3857767,508.08101
"11177","DINA",3856984,1961.42423
"11178","DINA",3856585.8,425.49437
"11179","DINA",3855876.8,1825.05235
"11180","DINA",3854679.4,138.8671
"11181","DINA",3853379.4,1893.53153
"11182","DINA",3851433.4,542.90707
"11183","DINA",3850677.2,655.02013
"11184","DINA",3849051,481.96676
"11185","DINA",3847931.6,2197.91306
"11186","DINA",3847018,386.69094
"11187","DINA",3845821,1908.15081
"11188","DINA",3844231,313.97845
"11189","DINA",3843327,513.95642
"11190","DINA",3842622.8,1990.98268
"11191","DINA",3841776.4,531.13487
"11192","DINA",3840198.2,259.4894
"11193","DINA",3839172,261.07824
"11194","DINA",3837880,1834.57461
"11195","DINA",3837078.8,574.48086
"11196","DINA",3836005,601.16023
"11197","DINA",3834926.4,2059.0993
"11198","DINA",3833840.6,1689.21363
"11199","DINA",3833122.8,528.26647
"11200","DINA",3832136.8,1994.08567
"11201","DINA",3830750,1867.5666
"11202","DINA",3830133.4,3411.23795
"11203","DINA",3828975.4,270.00334
"11204","DINA",3827547.8,225.46311
"11205","DINA",3826090.2,430.55942
"11206","DINA",3825257.6,535.70939
"11207","DINA",3824149.6,422.46602
"11208","DINA",3823032.8,401.42751
"11209","DINA",3822059.6,258.78565
"11210","DINA",3821366.8,410.07536
"11211","DINA",3820678,404.85037
"11212","DINA",3819039.6,1768.27073
"11213","DINA",3817799,1792.14565
"11214","DINA",3816784.4,1944.45905
"11215","DINA",3815804,543.52553
"11216","DINA",3814209.8,1817.6201
"11217","DINA",3812911,1897.16769
"11218","DINA",3812498.2,1848.94863
"11219","DINA",3811164.8,1617.98334
"11220","DINA",3809938.6,368.57413
"11221","DINA",3807744.8,1818.35584
"11222","DINA",3806182,542.05402
"11223","DINA",3804962.4,3334.58008
"11224","DINA",3804190.4,482.61723
"11225","DINA",3803285.2,182.40501
"11226","DINA",3801614.8,387.85322
"11227","DINA",3800075.2,402.85637
"11228","DINA",3798655.8,439.05798
"11229","DINA",3797752.8,1769.66761
"11230","DINA",3796589,399.58277
"11231","DINA",3795669,1858.90807
"11232","DINA",3794064,412.44259
"11233","DINA",3792424.8,367.3372
"11234","DINA",3791161.2,1744.53439
"11235","DINA",3790526,291.23381
"11236","DINA",3789155.8,434.81403
"11237","DINA",3788100,366.86801
"11238","DINA",3786917.4,2095.03437
"11239","DINA",3786107,214.98114
"11240","DINA",3785486.2,293.67567
"11241","DINA",3784677.2,433.02261
"11242","DINA",3783577,1771.91753
"11243","DINA",3782803,327.16885
"11244","DINA",3781995,2095.98337
"11245","DINA",3781044,260.87562
"11246","DINA",3780414,1922.70609
"11247","DINA",3779646,401.42751
"11248","DINA",3778350.8,293.33447
"11249","DINA",3777660.2,540.03867
"11250","DINA",3776950.6,335.3582
"11251","DINA",3776164.6,496.21285
"11252","DINA",3774040.2,1930.0637
"11253","DINA",3772675.4,2105.04712
"11254","DINA",3771980.2,509.95774
"11255","DINA",3770855.2,1995.89842
"11256","DINA",3769393,241.26596
"11257","DINA",3768471.8,1749.6954
"11258","DINA",3767208.4,294.41145
"11259","DINA",3764579.2,1826.14
"11260","DINA",3763742,1890.57782
"11261","DINA",3763108.2,510.94941
"11262","DINA",3761649.4,476.77379
"11263","DINA",3760730.4,1852.23288
"11264","DINA",3759901.8,1762.67252
"11265","DINA",3759082,759.62631
"11266","DINA",3758222.2,3446.78914
"11267","DINA",3757118.6,1963.8981
"11268","DINA",3755927,469.52281
"11269","DINA",3755227.6,400.30787
"11270","DINA",3754396.6,403.18692
"11271","DINA",3753814.6,590.6463
"11272","DINA",3752903.2,1851.11326
"11273","DINA",3751427.6,1960.8271
"11274","DINA",3750456,1627.12171
"11275","DINA",3749728.2,1853.67242
"11276","DINA",3748440.6,622.44401
"11277","DINA",3746902.6,3496.23445
"11278","DINA",3746246,487.07445
"11279","DINA",3745549.6,2072.59895
"11280","DINA",3744743.4,515.44927
"11281","DINA",3743661.8,3638.54576
"11282","DINA",3742978.8,367.12394
"11283","DINA",3741936,395.40278
"11284","DINA",3741008.4,541.23294
"11285","DINA",3739491.8,1885.07561
"11286","DINA",3738312,2063.55655
"11287","DINA",3736099.6,1931.04473
"11288","DINA",3734534,551.27769
"11289","DINA",3733851,532.03059
"11290","DINA",3732731,425.49437
"11291","DINA",3731984.2,438.7061
"11292","DINA",3731210.8,507.98504
"11293","DINA",3730134.4,399.40149
"11294","DINA",3729057,1926.2996
"11295","DINA",3727642,2036.59993
"11296","DINA",3725797.6,437.44784
"11297","DINA",3724836.2,469.52281
"11298","DINA",3723827.2,1650.65543
"11299","DINA",3722463.2,495.35978
"11300","DINA",3721252.2,2258.05361
"11301","DINA",3720203.8,251.12944
"11302","DINA",3718782,652.42897
"11303","DINA",3718023,1813.53608
"11304","DINA",3716917.2,399.03894
"11305","DINA",3715693.8,419.64027
"11306","DINA",3713751,191.84196
"11307","DINA",3711819.4,1928.80546
"11308","DINA",3710441.8,502.89868
"11309","DINA",3709406.6,295.94693
"11310","DINA",3707995,653.54862
"11311","DINA",3706299.4,1617.68477
"11312","DINA",3704885.4,567.73104
"11313","DINA",3703545.8,379.71718
"11314","DINA",3701537,479.58888
"11315","DINA",3700670.4,187.78994
"11316","DINA",3699717,328.60838
"11317","DINA",3698811.4,1734.02047
"11318","DINA",3697147.6,1698.16007
"11319","DINA",3694586.2,2037.87951
"11320","DINA",3693021.8,2144.23445
"11321","DINA",3692076.2,2053.46913
"11322","DINA",3690704.4,581.93444
"11323","DINA",3689769.2,325.91059
"11324","DINA",3688651.6,104.83011
"11325","DINA",3687477.8,1903.5123
"11326","DINA",3686581.4,280.83716
"11327","DINA",3685306,1926.56617
"11328","DINA",3684198.8,1841.17514
"11329","DINA",3683264,2104.49262
"11330","DINA",3681582.6,2050.93129
"11331","DINA",3680862.2,1784.23358
"11332","DINA",3679694.8,437.40519
"11333","DINA",3678587.6,2016.09456
"11334","DINA",3678059.6,3321.81621
"11335","DINA",3677184,1820.30721
"11336","DINA",3676438.6,2032.97444
"11337","DINA",3675400.6,3330.19751
"11338","DINA",3674136,1897.11438
"11339","DINA",3673180.6,387.9172
"11340","DINA",3672457.2,1749.38616
"11341","DINA",3671184.8,347.69554
"11342","DINA",3670350.2,513.40195
"11343","DINA",3669225.4,373.56451
"11344","DINA",3668201.6,371.4212
"11345","DINA",3666535.2,1990.15095
"11346","DINA",3665449.6,512.09036
"11347","DINA",3664268.6,658.33639
"11348","DINA",3662266.6,373.11664
"11349","DINA",3661226,1751.40149
"11350","DINA",3660155.6,3530.78329
"11351","DINA",3658808,390.02851
"11352","DINA",3657048,259.87328
"11353","DINA",3655198.2,1941.49469
"11354","DINA",3653910.8,757.8882
"11355","DINA",3652847.2,402.04597
"11356","DINA",3652220,511.51455
"11357","DINA",3650790.4,1726.6202
"11358","DINA",3649849.2,327.56338
"11359","DINA",3648999.6,330.26117
"11360","DINA",3647081.4,399.07094
"11361","DINA",3646220.2,1730.92812
"11362","DINA",3644852.2,466.35582
"11363","DINA",3643923.8,1753.58745
"11364","DINA",3642883.8,531.13487
"11365","DINA",3641716.8,3355.79988
"11366","DINA",3640883,367.35853
"11367","DINA",3640070.8,1841.54834
"11368","DINA",3639141.4,1846.86929
"11369","DINA",3638138.6,352.48333
"11370","DINA",3636775.2,1900.48394
"11371","DINA",3636030,1961.26428
"11372","DINA",3635413.2,402.90968
"11373","DINA",3634476,3399.93495
"11374","DINA",3633427.8,1851.58244
"11375","DINA",3632262.2,494.14418
"11376","DINA",3630504.8,1838.55198
"11377","DINA",3629058.8,3496.21315
"11378","DINA",3627480.8,546.11669
"11379","DINA",3626043.6,227.39312
"11380","DINA",3624533.2,655.87318
"11381","DINA",3623064.2,534.30184
"11382","DINA",3621820,540.08132
"11383","DINA",3620814,542.90707
"11384","DINA",3619740.8,422.02884
"11385","DINA",3617515.4,523.79857
"11386","DINA",3616067,401.29954
"11387","DINA",3614524.2,3305.03229
"11388","DINA",3613677.8,436.60545
"11389","DINA",3613040,3314.8851
"11390","DINA",3611365.6,298.02628
"11391","DINA",3609878.8,513.81781
"11392","DINA",3608407.6,279.72819
"11393","DINA",3607403.4,625.47236
"11394","DINA",3606661.6,1661.54256
"11395","DINA",3605357.2,1873.21809
"11396","DINA",3604554.6,1968.77121
"11397","DINA",3603284.2,138.79244
"11398","DINA",3602004.4,1839.92753
"11399","DINA",3600941.2,507.46253
"11400","DINA",3599418.8,260.65169
"11401","DINA",3598307,604.50846
"11402","DINA",3597493,1620.83041
"11403","DINA",3595915,281.02911
"11404","DINA",3594854.8,1891.46286
"11405","DINA",3593965,1728.24099
"11406","DINA",3592987.2,1920.95731
"11407","DINA",3592169.4,3267.64705
"11408","DINA",3590745.4,510.09636
"11409","DINA",3588879,1747.30684
"11410","DINA",3587625.6,335.65676
"11411","DINA",3586781.6,1911.50972
"11412","DINA",3585882.8,359.83027
"11413","DINA",3584635,313.01875
"11414","DINA",3582468.6,213.00847
"11415","DINA",3580982.6,546.96974
"11416","DINA",3579833,3561.54667
"11417","DINA",3578299.2,3344.58218
"11418","DINA",3577083.2,541.51018
"11419","DINA",3576330.4,369.70444
"11420","DINA",3575456.4,512.32495
"11421","DINA",3573832,1942.44372
"11422","DINA",3572417.2,4887.61372
"11423","DINA",3571730.8,402.24856
"11424","DINA",3570371,1857.75644
"11425","DINA",3569185.8,259.0309
"11426","DINA",3567899.8,404.05064
"11427","DINA",3566251.8,3524.39601
"11428","DINA",3565029.8,405.92737
"11429","DINA",3564439.6,1728.7315
"11430","DINA",3563438.8,2024.41185
"11431","DINA",3562271.6,1775.51104
"11432","DINA",3561064.4,508.35825
"11433","DINA",3559372.6,1902.04079
"11434","DINA",3558493.2,1960.0167
"11435","DINA",3557776.8,2067.08607
"11436","DINA",3557168.4,361.77097
"11437","DINA",3556743.4,3126.98855
"11438","DINA",3556000.4,512.00506
"11439","DINA",3554273,1964.71918
"11440","DINA",3553553.8,3395.20046
"11441","DINA",3552779,229.61106
"11442","DINA",3551230.8,2192.76275
"11443","DINA",3550484.8,1786.73941
"11444","DINA",3549722.6,374.25761
"11445","DINA",3549112.2,404.05064
"11446","DINA",3548429.4,294.29415
"11447","DINA",3547618.2,3284.14307
"11448","DINA",3546788.4,1890.33256
"11449","DINA",3545351.6,404.74377
"11450","DINA",3544535.6,432.3295
"11451","DINA",3544003.8,1946.14386
"11452","DINA",3543462,366.91067
"11453","DINA",3542532.8,3362.40041
"11454","DINA",3541876.4,1850.9213
"11455","DINA",3540640,504.87136
"11456","DINA",3539435.8,3400.38281
"11457","DINA",3538440.8,1847.33848
"11458","DINA",3537594.4,1946.71965
"11459","DINA",3535658.8,434.62209
"11460","DINA",3534685.4,1818.88901
"11461","DINA",3533724.6,293.12118
"11462","DINA",3532625,1768.42
"11463","DINA",3531088.8,1844.3421
"11464","DINA",3530065.6,1636.3987
"11465","DINA",3528231,1726.28963
"11466","DINA",3526710.4,1691.0157
"11467","DINA",3526026.2,1869.54996
"11468","DINA",3524445.4,1830.20268
"11469","DINA",3523042,1835.36368
"11470","DINA",3522130.4,1944.32044
"11471","DINA",3521554,1687.7101
"11472","DINA",3520885.4,3306.16261
"11473","DINA",3519848.6,501.89634
"11474","DINA",3518907.2,3247.13103
"11475","DINA",3518121,1924.36956
"11476","DINA",3517083,1891.93206
"11477","DINA",3515932.2,3442.68378
"11478","DINA",3514804.4,280.336
"11479","DINA",3513731.8,246.92814
"11480","DINA",3512866.4,1818.92099
"11481","DINA",3511593.2,381.39131
"11482","DINA",3510389.2,510.09636
"11483","DINA",3509502.4,510.05369
"11484","DINA",3508848.4,614.0094
"11485","DINA",3508152.6,209.94811
"11486","DINA",3507391,603.62344
"11487","DINA",3506562.2,1832.82584
"11488","DINA",3504532.8,544.87977
"11489","DINA",3503366,402.94168
"11490","DINA",3502664,389.94321
"11491","DINA",3501147.4,420.07746
"11492","DINA",3500103.8,2059.5898
"11493","DINA",3499201.2,405.44753
"11494","DINA",3498410,1949.27882
"11495","DINA",3497344.4,1875.1588
"11496","DINA",3496489.2,2026.82174
"11497","DINA",3496010.8,540.03867
"11498","DINA",3493795.4,2002.21103
"11499","DINA",3492578.2,610.7358
"11500","DINA",3491893.2,4999.6095
"11501","DINA",3491400.4,1953.73607
"11502","DINA",3490397.6,3206.26959
"11503","DINA",3490039.6,359.43574
"11504","DINA",3489053.2,371.45318
"11505","DINA",3488038.6,3499.85994
"11506","DINA",3486222.2,2005.30339
"11507","DINA",3484550.4,405.14896
"11508","DINA",3483489.4,1856.32755
"11509","DINA",3482474.6,1846.91195
"11510","DINA",3480636.4,581.87046
"11511","DINA",3479474.6,370.01366
"11512","DINA",3477979.4,511.80246
"11513","DINA",3476717.8,400.45714
"11514","DINA",3475615.8,1817.19356
"11515","DINA",3474892,387.27741
"11516","DINA",3473722.8,539.78274
"11517","DINA",3472362.2,1844.27815
"11518","DINA",3470994.8,3505.18089
"11519","DINA",3469645.2,403.53881
"11520","DINA",3468529.4,622.44401
"11521","DINA",3467009.8,494.69866
"11522","DINA",3466229.8,267.18824
"11523","DINA",3465170,1958.95039
"11524","DINA",3463883.6,2101.6882
"11525","DINA",3462769.6,1969.24039
"11526","DINA",3460626.8,402.931
"11527","DINA",3459174.6,326.94492
"11528","DINA",3458178.4,292.684
"11529","DINA",3457150.4,1866.72421
"11530","DINA",3456764.2,1893.57418
"11531","DINA",3455118.8,1924.36956
"11532","DINA",3453660,3118.54328
"11533","DINA",3453131.6,301.65176
"11534","DINA",3452748.8,1881.55675
"11535","DINA",3452290.2,1711.39312
"11536","DINA",3451310.8,1933.11338
"11537","DINA",3450376.2,759.62631
"11538","DINA",3449651.4,1839.78891
"11539","DINA",3448106.2,1802.29706
"11540","DINA",3446328.4,1894.20331
"11541","DINA",3444863.8,1930.86346
"11542","DINA",3444106.6,202.28126
"11543","DINA",3442463.6,290.1675
"11544","DINA",3441732,399.38016
"11545","DINA",3441176.8,258.72165
"11546","DINA",3440288.2,1813.14154
"11547","DINA",3439317.8,226.11356
"11548","DINA",3438035.2,536.07195
"11549","DINA",3437151.2,539.46286
"11550","DINA",3435257.8,1706.37073
"11551","DINA",3434342.8,1866.79886
"11552","DINA",3432488.8,1695.72887
"11553","DINA",3431249.4,1871.08546
"11554","DINA",3429382.8,1839.90622
"11555","DINA",3427612.2,539.46286
"11556","DINA",3426735.6,436.82938
"11557","DINA",3425896.2,1859.28129
"11558","DINA",3424695,249.09277
"11559","DINA",3423411.6,546.56455
"11560","DINA",3422948.2,421.68761
"11561","DINA",3421982.4,3099.56277
"11562","DINA",3420720,501.89634
"11563","DINA",3419440,1961.41356
"11564","DINA",3418034.8,269.001
"11565","DINA",3416865,1791.34591
"11566","DINA",3415925,544.51721
"11567","DINA",3415438.4,184.28175
"11568","DINA",3414700.6,3324.05548
"11569","DINA",3413737.6,286.87253
"11570","DINA",3412487.6,639.04664
"11571","DINA",3411747.4,354.48803
"11572","DINA",3410827.4,1954.35451
"11573","DINA",3409417.6,643.3439
"11574","DINA",3408002.2,1953.24554
"11575","DINA",3406975.8,4696.03838
"11576","DINA",3406305,399.892
"11577","DINA",3404892.6,1706.28542
"11578","DINA",3404089.4,541.51018
"11579","DINA",3402904.4,257.98592
"11580","DINA",3401818.6,438.51416
"11581","DINA",3401176.2,610.50121
"11582","DINA",3399718.2,353.63498
"11583","DINA",3398359.8,3356.41834
"11584","DINA",3397153,389.72995
"11585","DINA",3395860.4,3495.62666
"11586","DINA",3394497.4,1814.36781
"11587","DINA",3393065.8,4647.39277
"11588","DINA",3390931.6,1961.34958
"11589","DINA",3389527.2,1761.94744
"11590","DINA",3387860.4,1749.3222
"11591","DINA",3387199.2,1993.43522
"11592","DINA",3386707.4,138.01404
"11593","DINA",3386353.2,3437.05359
"11594","DINA",3385628.6,3428.88558
"11595","DINA",3384510.4,505.2659
"11596","DINA",3383337.8,527.92525
"11597","DINA",3382426.4,1887.42151
"11598","DINA",3381404,261.71801
"11599","DINA",3379425,1941.03618
"11600","DINA",3377776.8,1837.98683
"11601","DINA",3376742.6,508.56084
"11602","DINA",3376025,1995.20531
"11603","DINA",3375376.4,1925.16928
"11604","DINA",3374415,498.13222
"11605","DINA",3372460.4,4861.62749
"11606","DINA",3370320.8,478.00008
"11607","DINA",3369542,1953.7574
"11608","DINA",3368527.8,3430.17584
"11609","DINA",3368068.8,2189.31854
"11610","DINA",3366832.2,359.86229
"11611","DINA",3365832.6,306.40757
"11612","DINA",3365185.6,1726.10835
"11613","DINA",3363996.6,1919.63509
"11614","DINA",3363205.6,3413.64783
"11615","DINA",3362409,652.15173
"11616","DINA",3361700.6,245.53127
"11617","DINA",3360857,404.92503
"11618","DINA",3359994.8,1882.07924
"11619","DINA",3358726.4,646.9694
"11620","DINA",3357850,513.1247
"11621","DINA",3357184.6,2037.98615
"11622","DINA",3355861.8,1879.97858
"11623","DINA",3354630.2,387.29873
"11624","DINA",3354218.4,402.42984
"11625","DINA",3353320.6,646.07368
"11626","DINA",3351346.2,2066.73418
"11627","DINA",3350021,4785.83334
"11628","DINA",3348130.8,1954.99432
"11629","DINA",3346287.6,1877.09951
"11630","DINA",3345385.8,3257.79425
"11631","DINA",3344254.2,387.63994
"11632","DINA",3343345.8,3541.57445
"11633","DINA",3342490.4,369.30988
"11634","DINA",3341448.6,1810.41175
"11635","DINA",3340249.4,403.03765
"11636","DINA",3339572.4,619.20239
"11637","DINA",3338641.2,1925.89441
"11638","DINA",3337754,460.77895
"11639","DINA",3336813,1987.55979
"11640","DINA",3335666,622.44401
"11641","DINA",3335137.6,1817.14024
"11642","DINA",3334583,507.1
"11643","DINA",3333738.6,3521.10108
"11644","DINA",3332811.4,1762.07538
"11645","DINA",3331478.8,2038.73256
"11646","DINA",3330224.4,393.14217
"11647","DINA",3329096.2,1794.10769
"11648","DINA",3328032.4,532.97962
"11649","DINA",3327100.2,1995.58918
"11650","DINA",3326086.6,390.44438
"11651","DINA",3325192.6,215.03445
"11652","DINA",3324387.2,3418.31832
"11653","DINA",3323022.4,622.44401
"11654","DINA",3322138.8,472.11397
"11655","DINA",3321694.6,3291.20211
"11656","DINA",3320290.8,2085.56541
"11657","DINA",3319410,309.8198
"11658","DINA",3318303.8,2005.30339
"11659","DINA",3317324.8,639.77174
"11660","DINA",3316484.4,478.56522
"11661","DINA",3315475.8,761.33241
"11662","DINA",3314356,260.93961
"11663","DINA",3313509.4,514.69217
"11664","DINA",3312847.8,2213.39606
"11665","DINA",3312261.4,294.36879
"11666","DINA",3311768,419.02181
"11667","DINA",3311073.6,1986.02427
"11668","DINA",3310699.8,403.42151
"11669","DINA",3309181.4,542.62983
"11670","DINA",3307550,622.63594
"11671","DINA",3306124.6,220.16345
"11672","DINA",3305144.2,469.7254
"11673","DINA",3304750,423.66029
"11674","DINA",3303663.2,1834.64925
"11675","DINA",3302746.6,2106.46532
"11676","DINA",3302127.2,1892.59318
"11677","DINA",3301311,1990.1936
"11678","DINA",3300473.6,514.3403
"11679","DINA",3299531,514.79882
"11680","DINA",3298461,1816.58575
"11681","DINA",3297653.4,577.19999
"11682","DINA",3297076.4,3485.8165
"11683","DINA",3296472.6,3458.72126
"11684","DINA",3295529.8,3406.65277
"11685","DINA",3294738,2034.66989
"11686","DINA",3293507,387.01083
"11687","DINA",3292781.2,281.60492
"11688","DINA",3292189,293.85696
"11689","DINA",3291656,1808.00187
"11690","DINA",3291214.6,278.45926
"11691","DINA",3290282.4,1818.64376
"11692","DINA",3288896.8,543.52553
"11693","DINA",3287545.8,1772.95187
"11694","DINA",3285998.2,2148.53171
"11695","DINA",3284968.8,370.71743
"11696","DINA",3284065.2,422.18878
"11697","DINA",3282729.8,358.07085
"11698","DINA",3282368.6,1894.30993
"11699","DINA",3281966.2,1784.02029
"11700","DINA",3280734.6,373.21261
"11701","DINA",3279651.6,3535.67769
"11702","DINA",3278218,1976.10749
"11703","DINA",3276755.2,1791.93238
"11704","DINA",3275397.2,1986.08825
"11705","DINA",3274234.4,3455.36236
"11706","DINA",3272295,307.09
"11707","DINA",3271464.4,150.44735
"11708","DINA",3270743.4,2032.93178
"11709","DINA",3269809.8,1803.39537
"11710","DINA",3268746.8,4946.64532
"11711","DINA",3267529.4,1750.847
"11712","DINA",3266586.6,647.85447
"11713","DINA",3265892,2112.05285
"11714","DINA",3264541,1832.25003
"11715","DINA",3263141.6,498.52675
"11716","DINA",3262584,399.58277
"11717","DINA",3261650.2,1637.51836
"11718","DINA",3260920,1961.21097
"11719","DINA",3260247.2,3459.21178
"11720","DINA",3259129,3274.29024
"11721","DINA",3257980.4,1980.69267
"11722","DINA",3257181.4,1879.73333
"11723","DINA",3256155,1949.70534
"11724","DINA",3254955.8,3485.00609
"11725","DINA",3253612.8,387.29874
"11726","DINA",3252402.4,3323.72491
"11727","DINA",3251542.6,334.69709
"11728","DINA",3250397.8,4965.84976
"11729","DINA",3249384.6,4807.0105
"11730","DINA",3248666.2,3311.49422
"11731","DINA",3247051,3375.00433
"11732","DINA",3245839.8,4821.06459
"11733","DINA",3244680,1926.15033
"11734","DINA",3243365.4,1930.27698
"11735","DINA",3242064,1783.01793
"11736","DINA",3240993.4,4940.85519
"11737","DINA",3240028.8,3339.7944
"11738","DINA",3239419.8,544.87977
"11739","DINA",3238622,1838.30673
"11740","DINA",3237874,1506.29678
"11741","DINA",3237027,334.93167
"11742","DINA",3235462.4,505.50049
"11743","DINA",3234581.2,1749.59945
"11744","DINA",3233291,366.86803
"11745","DINA",3232393,2008.57698
"11746","DINA",3230972.6,515.16138
"11747","DINA",3230100.2,478.31997
"11748","DINA",3228486,544.87977
"11749","DINA",3227537,420.63195
"11750","DINA",3225969,1837.37903
"11751","DINA",3224219.6,2009.14214
"11752","DINA",3222751,496.96992
"11753","DINA",3221703.8,1862.78949
"11754","DINA",3220143.8,3421.37868
"11755","DINA",3219311.4,370.53616
"11756","DINA",3218484.8,2002.33902
"11757","DINA",3217487.8,3486.12573
"11758","DINA",3216585.4,1888.22125
"11759","DINA",3215996.2,374.39623
"11760","DINA",3215246,1865.25267
"11761","DINA",3214960.4,655.46799
"11762","DINA",3214278.6,1817.96132
"11763","DINA",3212544.8,1866.26569
"11764","DINA",3211026.6,367.66775
"11765","DINA",3210203.6,263.18954
"11766","DINA",3209556,505.75643
"11767","DINA",3208911.8,431.82834
"11768","DINA",3207802.6,1784.05228
"11769","DINA",3206864,1895.54687
"11770","DINA",3205435,4810.98784
"11771","DINA",3204562.6,546.07404
"11772","DINA",3203431.8,2015.78532
"11773","DINA",3202001.2,2005.16474
"11774","DINA",3201634.4,1870.54164
"11775","DINA",3200669.2,310.63022
